,Job_ID,Type,Skill_Name,Min_monthly_salary,Max_monthly_salary,Inferred,Industry_ID,Industry_Name,Salary_ID
23,3693047412,Vision insurance,Accounting/Auditing,5416.67,7916.67,0,47,Accounting,616
24,3693047412,Dental insurance,Accounting/Auditing,5416.67,7916.67,0,47,Accounting,616
25,3693047412,401(k),Accounting/Auditing,5416.67,7916.67,0,47,Accounting,616
26,3693047412,Paid paternity leave,Accounting/Auditing,5416.67,7916.67,0,47,Accounting,616
27,3693047412,Paid maternity leave,Accounting/Auditing,5416.67,7916.67,0,47,Accounting,616
28,3693048898,Medical insurance,Accounting/Auditing,9166.67,10833.33,0,47,Accounting,757
29,3693048898,Vision insurance,Accounting/Auditing,9166.67,10833.33,0,47,Accounting,757
30,3693048898,Dental insurance,Accounting/Auditing,9166.67,10833.33,0,47,Accounting,757
31,3693048898,401(k),Accounting/Auditing,9166.67,10833.33,0,47,Accounting,757
32,3693050448,Disability insurance,Accounting/Auditing,7500.0,7750.0,1,47,Accounting,903
33,3693051102,Medical insurance,Accounting/Auditing,3333.33,3750.0,0,47,Accounting,962
34,3693051102,401(k),Accounting/Auditing,3333.33,3750.0,0,47,Accounting,962
35,3693051855,Medical insurance,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
36,3693051855,Vision insurance,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
37,3693051855,Dental insurance,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
38,3693051855,401(k),Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
39,3693051855,Paid maternity leave,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
40,3693051855,Paid paternity leave,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
41,3693051855,Disability insurance,Accounting/Auditing,7083.33,8958.33,0,47,Accounting,1030
42,3693052508,401(k),Accounting/Auditing,4000.0,5000.0,1,47,Accounting,1080
43,3693053226,401(k),Accounting/Auditing,9166.67,12083.33,1,47,Accounting,1107
44,3693054367,Medical insurance,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
45,3693054367,Vision insurance,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
46,3693054367,Dental insurance,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
47,3693054367,401(k),Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
48,3693054367,Paid maternity leave,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
49,3693054367,Paid paternity leave,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
50,3693054367,Disability insurance,Accounting/Auditing,4166.67,5416.67,0,47,Accounting,1167
51,3693055053,Medical insurance,Accounting/Auditing,14583.33,15833.33,0,47,Accounting,1181
52,3693055053,Vision insurance,Accounting/Auditing,14583.33,15833.33,0,47,Accounting,1181
53,3693055053,Dental insurance,Accounting/Auditing,14583.33,15833.33,0,47,Accounting,1181
54,3693055053,401(k),Accounting/Auditing,14583.33,15833.33,0,47,Accounting,1181
55,3693066612,401(k),Accounting/Auditing,6333.0,12500.0,1,47,Accounting,1426
56,3693068950,Medical insurance,Accounting/Auditing,4583.33,5416.67,0,47,Accounting,1596
57,3693068950,Vision insurance,Accounting/Auditing,4583.33,5416.67,0,47,Accounting,1596
58,3693068950,Dental insurance,Accounting/Auditing,4583.33,5416.67,0,47,Accounting,1596
59,3693068950,401(k),Accounting/Auditing,4583.33,5416.67,0,47,Accounting,1596
60,3693071640,Medical insurance,Accounting/Auditing,6400.0,8000.0,0,47,Accounting,1782
61,3693071640,Pension plan,Accounting/Auditing,6400.0,8000.0,0,47,Accounting,1782
62,3693071640,401(k),Accounting/Auditing,6400.0,8000.0,0,47,Accounting,1782
63,3693584902,Medical insurance,Accounting/Auditing,4640.0,5760.0,0,47,Accounting,2101
64,3693584902,Vision insurance,Accounting/Auditing,4640.0,5760.0,0,47,Accounting,2101
65,3693584902,Dental insurance,Accounting/Auditing,4640.0,5760.0,0,47,Accounting,2101
66,3693584902,401(k),Accounting/Auditing,4640.0,5760.0,0,47,Accounting,2101
67,3693597760,Medical insurance,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
68,3693597760,Vision insurance,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
69,3693597760,Dental insurance,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
70,3693597760,401(k),Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
71,3693597760,Tuition assistance,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
72,3693597760,Paid maternity leave,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
73,3693597760,Disability insurance,Accounting/Auditing,10000.0,13750.0,0,47,Accounting,2547
74,3693599464,Medical insurance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
75,3693599464,Vision insurance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
76,3693599464,Dental insurance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
77,3693599464,401(k),Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
78,3693599464,Paid maternity leave,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
79,3693599464,Paid paternity leave,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
80,3693599464,Tuition assistance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
81,3693599464,Commuter benefits,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
82,3693599464,Disability insurance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
83,3693599464,Student loan assistance,Accounting/Auditing,7083.33,8333.33,0,47,Accounting,2603
84,3694102792,401(k),Accounting/Auditing,8333.33,10000.0,1,47,Accounting,2770
85,3697337922,401(k),Accounting/Auditing,5833.33,7916.67,1,47,Accounting,2955
86,3697337922,Tuition assistance,Accounting/Auditing,5833.33,7916.67,1,47,Accounting,2955
87,3694113227,401(k),Accounting/Auditing,8750.0,14166.67,1,47,Accounting,3294
88,3697377875,Vision insurance,Accounting/Auditing,,,1,47,Accounting,3770
89,3697377875,401(k),Accounting/Auditing,,,1,47,Accounting,3770
90,3690601234,Medical insurance,Accounting/Auditing,5000.0,6666.67,0,47,Accounting,3892
91,3690601234,Vision insurance,Accounting/Auditing,5000.0,6666.67,0,47,Accounting,3892
92,3690601234,Dental insurance,Accounting/Auditing,5000.0,6666.67,0,47,Accounting,3892
93,3690601234,401(k),Accounting/Auditing,5000.0,6666.67,0,47,Accounting,3892
94,3690601234,Commuter benefits,Accounting/Auditing,5000.0,6666.67,0,47,Accounting,3892
95,3690614159,Medical insurance,Accounting/Auditing,2916.67,3750.0,0,47,Accounting,3893
96,3690614159,401(k),Accounting/Auditing,2916.67,3750.0,0,47,Accounting,3893
97,3690614159,Paid maternity leave,Accounting/Auditing,2916.67,3750.0,0,47,Accounting,3893
98,3690614159,Paid paternity leave,Accounting/Auditing,2916.67,3750.0,0,47,Accounting,3893
99,3694116856,401(k),Accounting/Auditing,4480.0,5920.0,1,47,Accounting,3946
100,3694122141,401(k),Accounting/Auditing,4480.0,5920.0,1,47,Accounting,3960
101,3697384129,Vision insurance,Accounting/Auditing,,,1,47,Accounting,4012
102,3697384129,401(k),Accounting/Auditing,,,1,47,Accounting,4012
103,3697394706,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4340
104,3697394713,Disability insurance,Accounting/Auditing,4160.0,5280.0,1,47,Accounting,4341
105,3697396590,Disability insurance,Accounting/Auditing,4160.0,5280.0,1,47,Accounting,4384
106,3697397424,Disability insurance,Accounting/Auditing,4160.0,5280.0,1,47,Accounting,4397
107,3697397466,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4401
108,3697398176,Disability insurance,Accounting/Auditing,4160.0,5280.0,1,47,Accounting,4417
109,3697398179,Disability insurance,Accounting/Auditing,4160.0,5280.0,1,47,Accounting,4418
110,3697398595,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4431
111,3697399128,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4437
112,3697399167,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4439
113,3697399228,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4444
114,3698000049,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4450
115,3698000211,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4457
116,3698001200,Disability insurance,Accounting/Auditing,4500.0,7608.33,1,47,Accounting,4471
117,3699059522,Dental insurance,Accounting/Auditing,10000.0,11666.67,0,47,Accounting,4663
118,3699059522,Medical insurance,Accounting/Auditing,10000.0,11666.67,0,47,Accounting,4663
119,3699059522,401(k),Accounting/Auditing,10000.0,11666.67,0,47,Accounting,4663
120,3699087357,Medical insurance,Accounting/Auditing,7083.33,7416.67,0,47,Accounting,5059
121,3699087357,Vision insurance,Accounting/Auditing,7083.33,7416.67,0,47,Accounting,5059
122,3699087357,Dental insurance,Accounting/Auditing,7083.33,7416.67,0,47,Accounting,5059
123,3699087357,401(k),Accounting/Auditing,7083.33,7416.67,0,47,Accounting,5059
124,3701145459,401(k),Accounting/Auditing,6250.0,10416.67,1,47,Accounting,5548
125,3701196939,Medical insurance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
126,3701196939,Commuter benefits,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
127,3701196939,Pension plan,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
128,3701196939,Disability insurance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
129,3701196939,Vision insurance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
130,3701196939,Child care support,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
131,3701196939,Student loan assistance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
132,3701196939,Dental insurance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
133,3701196939,Paid maternity leave,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
134,3701196939,Tuition assistance,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
135,3701196939,Paid paternity leave,Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
136,3701196939,401(k),Accounting/Auditing,14583.33,18750.0,0,47,Accounting,5665
137,3701199297,401(k),Accounting/Auditing,12500.0,18333.33,1,47,Accounting,5727
138,3701303235,Medical insurance,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
139,3701303235,Vision insurance,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
140,3701303235,Dental insurance,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
141,3701303235,401(k),Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
142,3701303235,Paid maternity leave,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
143,3701303235,Paid paternity leave,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
144,3701303235,Tuition assistance,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
145,3701303235,Disability insurance,Accounting/Auditing,10833.33,10833.33,0,47,Accounting,5879
146,3701308159,Medical insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,5997
147,3701308159,Vision insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,5997
148,3701308159,Dental insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,5997
149,3701308159,401(k),Accounting/Auditing,7083.33,7916.67,0,47,Accounting,5997
150,3701311689,Medical insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6088
151,3701311689,Vision insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6088
152,3701311689,Dental insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6088
153,3701311689,401(k),Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6088
154,3701317396,Medical insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6283
155,3701317396,Vision insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6283
156,3701317396,Dental insurance,Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6283
157,3701317396,401(k),Accounting/Auditing,7500.0,8750.0,0,47,Accounting,6283
158,3701326766,Medical insurance,Accounting/Auditing,12500.0,16666.67,0,47,Accounting,6514
159,3701326766,Vision insurance,Accounting/Auditing,12500.0,16666.67,0,47,Accounting,6514
160,3701326766,Dental insurance,Accounting/Auditing,12500.0,16666.67,0,47,Accounting,6514
161,3701326766,401(k),Accounting/Auditing,12500.0,16666.67,0,47,Accounting,6514
162,3748831948,401(k),Accounting/Auditing,8333.33,11250.0,0,47,Accounting,6895
163,3748831948,Dental insurance,Accounting/Auditing,8333.33,11250.0,0,47,Accounting,6895
164,3748831948,Medical insurance,Accounting/Auditing,8333.33,11250.0,0,47,Accounting,6895
165,3748834989,401(k),Accounting/Auditing,13666.67,17666.67,1,47,Accounting,6942
166,3748839542,401(k),Accounting/Auditing,4666.67,6833.33,1,47,Accounting,6948
167,3749344609,Medical insurance,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
168,3749344609,Vision insurance,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
169,3749344609,Dental insurance,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
170,3749344609,401(k),Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
171,3749344609,Paid maternity leave,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
172,3749344609,Paid paternity leave,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
173,3749344609,Commuter benefits,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
174,3749344609,Disability insurance,Accounting/Auditing,12500.0,14583.33,0,47,Accounting,7246
175,3749344780,401(k),Accounting/Auditing,5000.0,5416.67,0,47,Accounting,7263
176,3749344780,Dental insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,7263
177,3749344780,Vision insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,7263
178,3749344780,Medical insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,7263
179,3757446620,Medical insurance,Accounting/Auditing,6666.67,9583.33,0,47,Accounting,7533
180,3757446620,401(k),Accounting/Auditing,6666.67,9583.33,0,47,Accounting,7533
181,3755577470,Medical insurance,Accounting/Auditing,15833.33,19166.67,0,47,Accounting,7755
182,3755577470,Vision insurance,Accounting/Auditing,15833.33,19166.67,0,47,Accounting,7755
183,3755577470,Dental insurance,Accounting/Auditing,15833.33,19166.67,0,47,Accounting,7755
184,3755577470,401(k),Accounting/Auditing,15833.33,19166.67,0,47,Accounting,7755
185,3755585527,Medical insurance,Accounting/Auditing,2880.0,3520.0,0,47,Accounting,7954
186,3755585527,Vision insurance,Accounting/Auditing,2880.0,3520.0,0,47,Accounting,7954
187,3755585527,Dental insurance,Accounting/Auditing,2880.0,3520.0,0,47,Accounting,7954
188,3755585527,401(k),Accounting/Auditing,2880.0,3520.0,0,47,Accounting,7954
189,3757462866,Medical insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,8107
190,3757462866,Vision insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,8107
191,3757462866,Dental insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,8107
192,3757462866,401(k),Accounting/Auditing,5000.0,5416.67,0,47,Accounting,8107
193,3755586104,Medical insurance,Accounting/Auditing,11666.67,12500.0,0,47,Accounting,8160
194,3755586104,Vision insurance,Accounting/Auditing,11666.67,12500.0,0,47,Accounting,8160
195,3755586104,Dental insurance,Accounting/Auditing,11666.67,12500.0,0,47,Accounting,8160
196,3755586104,401(k),Accounting/Auditing,11666.67,12500.0,0,47,Accounting,8160
197,3749346750,Medical insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,8239
198,3749346750,Vision insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,8239
199,3749346750,Dental insurance,Accounting/Auditing,7083.33,7916.67,0,47,Accounting,8239
200,3757490562,401(k),Accounting/Auditing,7916.67,9583.33,1,47,Accounting,8371
201,3757490562,Vision insurance,Accounting/Auditing,7916.67,9583.33,1,47,Accounting,8371
202,3757490562,Disability insurance,Accounting/Auditing,7916.67,9583.33,1,47,Accounting,8371
203,3757490640,Medical insurance,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
204,3757490640,Vision insurance,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
205,3757490640,Dental insurance,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
206,3757490640,401(k),Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
207,3757490640,Disability insurance,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
208,3757490640,Paid maternity leave,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
209,3757490640,Pension plan,Accounting/Auditing,7500.0,8333.33,0,47,Accounting,8431
210,3757703870,Medical insurance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
211,3757703870,Vision insurance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
212,3757703870,Dental insurance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
213,3757703870,401(k),Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
214,3757703870,Paid paternity leave,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
215,3757703870,Tuition assistance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
216,3757703870,Paid maternity leave,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
217,3757703870,Student loan assistance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
218,3757703870,Child care support,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
219,3757703870,Commuter benefits,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
220,3757703870,Disability insurance,Accounting/Auditing,11666.67,15000.0,0,47,Accounting,8554
221,3757705360,401(k),Accounting/Auditing,3040.0,4000.0,1,47,Accounting,8743
222,3757705360,Disability insurance,Accounting/Auditing,3040.0,4000.0,1,47,Accounting,8743
223,3757488227,Medical insurance,Accounting/Auditing,10000.0,11666.67,0,47,Accounting,8909
224,3757488227,401(k),Accounting/Auditing,10000.0,11666.67,0,47,Accounting,8909
225,3757488227,Vision insurance,Accounting/Auditing,10000.0,11666.67,0,47,Accounting,8909
226,3757488227,Dental insurance,Accounting/Auditing,10000.0,11666.67,0,47,Accounting,8909
227,3755581749,401(k),Accounting/Auditing,,,1,47,Accounting,8910
228,3755593235,401(k),Accounting/Auditing,2880.0,3360.0,0,47,Accounting,8969
229,3755574900,Vision insurance,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
230,3755574900,Medical insurance,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
231,3755574900,Dental insurance,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
232,3755574900,401(k),Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
233,3755574900,Paid maternity leave,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
234,3755574900,Disability insurance,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
235,3755574900,Paid paternity leave,Accounting/Auditing,7083.33,11666.67,0,47,Accounting,9065
236,3757464202,Medical insurance,Accounting/Auditing,4583.33,6666.67,0,47,Accounting,9467
237,3757464202,Vision insurance,Accounting/Auditing,4583.33,6666.67,0,47,Accounting,9467
238,3757464202,Dental insurance,Accounting/Auditing,4583.33,6666.67,0,47,Accounting,9467
239,3757464202,401(k),Accounting/Auditing,4583.33,6666.67,0,47,Accounting,9467
240,3755581831,401(k),Accounting/Auditing,5000.0,5416.67,0,47,Accounting,9723
241,3755581831,Dental insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,9723
242,3755581831,Vision insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,9723
243,3755581831,Medical insurance,Accounting/Auditing,5000.0,5416.67,0,47,Accounting,9723
244,3755581831,Commuter benefits,Accounting/Auditing,5000.0,5416.67,1,47,Accounting,9723
245,3756118118,Medical insurance,Accounting/Auditing,6666.67,9166.67,0,47,Accounting,9828
246,3756118118,Vision insurance,Accounting/Auditing,6666.67,9166.67,0,47,Accounting,9828
247,3756118118,Dental insurance,Accounting/Auditing,6666.67,9166.67,0,47,Accounting,9828
248,3756118118,401(k),Accounting/Auditing,6666.67,9166.67,0,47,Accounting,9828
249,3756118118,Disability insurance,Accounting/Auditing,6666.67,9166.67,0,47,Accounting,9828
250,3757471247,Medical insurance,Accounting/Auditing,6250.0,7083.33,0,47,Accounting,9882
251,3757471247,Vision insurance,Accounting/Auditing,6250.0,7083.33,0,47,Accounting,9882
252,3757471247,Dental insurance,Accounting/Auditing,6250.0,7083.33,0,47,Accounting,9882
253,3757471247,401(k),Accounting/Auditing,6250.0,7083.33,0,47,Accounting,9882
254,3755573826,Vision insurance,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
255,3755573826,Medical insurance,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
256,3755573826,Dental insurance,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
257,3755573826,401(k),Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
258,3755573826,Paid maternity leave,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
259,3755573826,Disability insurance,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
260,3755573826,Paid paternity leave,Accounting/Auditing,8333.33,10000.0,0,47,Accounting,10079
261,3755580563,Medical insurance,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
262,3755580563,Vision insurance,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
263,3755580563,Dental insurance,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
264,3755580563,401(k),Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
265,3755580563,Commuter benefits,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
266,3755580563,Paid maternity leave,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
267,3755580563,Disability insurance,Accounting/Auditing,10833.33,14166.67,0,47,Accounting,10152
268,3755575762,Medical insurance,Accounting/Auditing,6250.0,7500.0,0,47,Accounting,10198
269,3755575762,Vision insurance,Accounting/Auditing,6250.0,7500.0,0,47,Accounting,10198
270,3755575762,Dental insurance,Accounting/Auditing,6250.0,7500.0,0,47,Accounting,10198
271,3755575762,401(k),Accounting/Auditing,6250.0,7500.0,0,47,Accounting,10198
272,3755575762,Paid maternity leave,Accounting/Auditing,6250.0,7500.0,0,47,Accounting,10198
273,3756116113,Medical insurance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
274,3756116113,Vision insurance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
275,3756116113,Dental insurance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
276,3756116113,401(k),Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
277,3756116113,Paid paternity leave,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
278,3756116113,Paid maternity leave,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
279,3756116113,Tuition assistance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
280,3756116113,Student loan assistance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
281,3756116113,Commuter benefits,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
282,3756116113,Pension plan,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
283,3756116113,Disability insurance,Accounting/Auditing,6666.67,14166.67,0,47,Accounting,10239
284,3757700596,Medical insurance,Accounting/Auditing,8333.33,10833.33,0,47,Accounting,10296
285,3757700596,Vision insurance,Accounting/Auditing,8333.33,10833.33,0,47,Accounting,10296
286,3757700596,Dental insurance,Accounting/Auditing,8333.33,10833.33,0,47,Accounting,10296
287,3749348112,Medical insurance,Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
288,3749348112,Vision insurance,Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
289,3749348112,Dental insurance,Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
290,3749348112,401(k),Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
291,3749348112,Disability insurance,Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
292,3749348112,Tuition assistance,Accounting/Auditing,18333.33,18750.0,0,47,Accounting,10304
293,3755568887,Medical insurance,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
294,3755568887,Vision insurance,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
295,3755568887,Dental insurance,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
296,3755568887,401(k),Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
297,3755568887,Paid maternity leave,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
298,3755568887,Paid paternity leave,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
299,3755568887,Disability insurance,Accounting/Auditing,5833.33,8333.33,0,47,Accounting,10330
300,3757748481,Medical insurance,Accounting/Auditing,5416.67,6666.67,0,47,Accounting,10422
301,3757748481,Vision insurance,Accounting/Auditing,5416.67,6666.67,0,47,Accounting,10422
302,3757748481,Dental insurance,Accounting/Auditing,5416.67,6666.67,0,47,Accounting,10422
303,3757748481,401(k),Accounting/Auditing,5416.67,6666.67,0,47,Accounting,10422
304,3757748481,Pension plan,Accounting/Auditing,5416.67,6666.67,0,47,Accounting,10422
305,3749349578,Medical insurance,Accounting/Auditing,15416.67,18750.0,0,47,Accounting,10440
